condition,feature,mimii_files,dcase_files,mimii_mean,dcase_mean,mimii_std,dcase_std,mimii_median,dcase_median,mimii_iqr,dcase_iqr,standardized_mean_difference,absolute_smd,absolute_median_difference_over_pooled_iqr,wasserstein_raw_units,ks_statistic,ks_pvalue_exploratory
anomaly,spectral_bandwidth_hz,100,100,875.8575146499215,950.6235676205473,369.0543899806559,740.959280690835,838.2435838782883,665.0796702564143,578.3879099606982,1204.4458912262933,-0.12773322187884406,0.12773322187884406,0.194256933547685,349.83637496214186,0.4,1.5550790371345692e-07
anomaly,total_power,100,100,3.8058179814393675e-05,0.0010385682985783171,2.6975208572471965e-05,5.012949234980771e-06,2.980308706194351e-05,0.0010385900461685337,2.4713238039317477e-05,5.227760645407347e-06,-51.57023600730274,51.57023600730274,67.38499070982886,0.0010005101187639234,1.0,2.2087606931995054e-59
anomaly,low_power,100,100,1.6597574626214806e-05,0.0004452370816902373,2.5650766691990002e-05,0.00030786414175583876,6.664420333299392e-06,0.0004452644067898248,1.0248425180540977e-05,0.0005271531480777192,-1.962211724358789,1.962211724358789,1.632298855387781,0.00042863950706402247,0.81,3.93815390175582e-33
anomaly,low_mid_power,100,100,7.914985968877214e-06,0.00023681258921832982,8.006422412763387e-06,0.00027175285575820095,5.8121599009336444e-06,0.00010936067945666039,4.95581282695251e-06,0.0002173655718577805,-1.1906763308830821,1.1906763308830821,0.9315210023773975,0.0002288976032494526,0.9,4.958889584060123e-43
anomaly,mid_power,100,100,1.0292785679360996e-05,0.0001634820420686519,9.65541548411345e-06,0.0001285518564081727,9.529688596728557e-06,0.00010256743358458276,8.66057229398495e-06,0.00018351681662937686,-1.6805188410373282,1.6805188410373282,0.9682486114425939,0.0001531892563892909,0.92,1.2170049699100436e-45
anomaly,high_mid_power,100,100,1.7958651708208009e-06,8.522786249172603e-05,1.7913726878356772e-06,0.0001171504271916602,1.1605363396628363e-06,2.2765838582784054e-05,1.437599181041663e-06,0.00012212013575922014,-1.0070545453953583,1.0070545453953583,0.3497199467692903,8.343199732090524e-05,0.7,9.048888467758296e-24
anomaly,high_power,100,100,5.717219228900678e-07,7.232101453951129e-05,5.042410659507452e-07,0.00011990789688633931,3.8304925711161336e-07,1.091799870655977e-05,5.882515160081195e-07,6.369186494751736e-05,-0.8462155384906445,0.8462155384906445,0.32778252526739,7.174929261662123e-05,0.63,6.314161651442317e-19
anomaly,low_ratio,100,100,0.37437189434776824,0.42873726570507065,0.25682555012118885,0.2963004646906217,0.31996092285293065,0.42976408722472326,0.3613902670605017,0.5057196725334175,-0.1960762956811098,0.1960762956811098,0.253262381984031,0.08849664492285055,0.21,0.024055802841094577
anomaly,low_mid_ratio,100,100,0.21212858584449662,0.22816374739788853,0.10917597293741385,0.2618944037629103,0.20099466658699056,0.10576451546444687,0.10997298969383246,0.20989664233991262,-0.07992241989736472,0.07992241989736472,0.5954310230518991,0.13271772745531182,0.37,1.7527190839835072e-06
anomaly,mid_ratio,100,100,0.30025690921758375,0.15735442191742635,0.15388179510349176,0.12357317466259812,0.2973070548648784,0.0988368943214735,0.23802022617200227,0.17888961307713566,1.0240034259168989,1.0240034259168989,0.9521011108821669,0.1449385251887974,0.46,6.422179651064002e-10
anomaly,high_mid_ratio,100,100,0.06420909171032588,0.0819813854318491,0.061903005144358814,0.11253460340491275,0.03540589044800735,0.02187634493221747,0.07589749077889993,0.11783680523707826,-0.19569012281896866,0.19569012281896866,0.13967114541943604,0.034150886532988034,0.4,1.5550790371345692e-07
anomaly,high_ratio,100,100,0.022855106757735725,0.06959424494940071,0.024717148521015215,0.1153829520789157,0.013989452082162176,0.010435073755526068,0.029518967558842677,0.06160765134901127,-0.5601587804256055,0.5601587804256055,0.07800966104602758,0.05203101805637553,0.4,1.5550790371345692e-07
